ISBN,Título,Autor,Editora,Ano,Páginas,Disciplina,Capa,Qtd_Exemplares,Avaliação,Empréstimos
9781032806389,Advances in Chromatography,"Eli Grushka, Nelu Grinberg",CRC Press LLC,2024,248,Bioquímica,,8,3.7,86
9783642432736,Bacteria in Agrobiology,"Dinesh K. Maheshwari, Meenu Saraf, Abhinav Aeron",Springer Berlin / Heidelberg,2014,0,Botânica e Fisiologia Vegetal,,2,4.9,34
9781020418471,"History, Civil and Commercial, of the British West Indies; Volume 4","Bryan Edwards, Arthur Broughton, William Young, Young, William, John Adams, Daniel M'Kinnen","Creative Media Partners, LLC",2023,0,Botânica e Fisiologia Vegetal,,4,4.4,16
9780080577609,Advances in Imaging and Electron Physics,"Peter W. Hawkes, Benjamin Kazan, Tom Mulvey",Elsevier Science & Technology Books,1995,0,Botânica e Fisiologia Vegetal,,4,3.9,85
9781426421068,Insectivorous Plants (Large Print Edition),Charles Darwin,BiblioBazaar,"September 27, 2006",432,Botânica e Fisiologia Vegetal,https://covers.openlibrary.org/b/id/2838631-L.jpg,6,4.4,55
9780606010511,How a Seed Grows,Helene J. Jordan,Demco Media,1992-06-01,0,Botânica e Fisiologia Vegetal,,8,4.1,93
9780321777034,Campbell Essential Biology with Physiology,"Neil Alexander Campbell, Jane B. Reece, Eric J. Simon","Pearson Education, Limited",2011,752,Botânica e Fisiologia Vegetal,,2,4.1,34
9783031179907,Phytoremediation,"Abid A. Ansari, Sarvajeet Singh Gill, Ritu Gill, Guy R. Lanza, Lee Newman",Springer International Publishing AG,2024,0,Botânica e Fisiologia Vegetal,,2,3.5,93
9781461560203,Plant-Microbe Interactions,"Noel T. Keen, Gary Stacey",Island Press,1997,0,Botânica e Fisiologia Vegetal,,4,4.9,20
9780274709861,Bau und Leben Unserer Waldbäume Von Dr. M. Büsgen,M. Büsgen,"Creative Media Partners, LLC",2018,0,Botânica e Fisiologia Vegetal,,1,4.9,30
9781604060065,Digital hearing aids,Arthur Schaub,Thieme,2008,0,Circuitos Eletro-Eletrônicos,,2,5.0,87
9780872591868,The Arrl Handbook for Radio Amateurs 2001 (Arrl Handbook for Radio Communications),American Radio Relay League (ARRL),American Radio Relay League,November 2000,0,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/662744-L.jpg,3,3.6,85
9780199031412,Introduction to Electric Circuits,"Herbert W. Jackson, Dale Temple, Brian E. Kelly",Oxford University Press,2019,1088,Circuitos Eletro-Eletrônicos,,3,4.8,64
9780131111387,Electronics fundamentals,Thomas L. Floyd,Pearson/Prentice Hall,2004,1031,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/1106543-L.jpg,5,3.8,62
9780131716414,Introductory Electronic Devices and Circuits,Robert T. Paynter,Prentice Hall,"July 7, 2005",1008,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/1109542-L.jpg,3,4.8,45
9781282693722,Electronic Devices and Circuit Theory,"Robert L. Boylestad, Louis Nashelsky","Pearson Education, Limited",2009,913,Circuitos Eletro-Eletrônicos,,1,4.2,8
9780131219908,Electronic Devices and Circuits,"Theodore F. Bogart, Jeffrey S. Beasley, Guillermo Rico","Pearson Education, Limited",2003,896,Circuitos Eletro-Eletrônicos,,4,4.8,26
9780195142518,Microelectronic circuits,Adel S. Sedra,Oxford University Press,2004,1392,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/125328-L.jpg,4,4.5,14
9783031107603,Electronics for Guitarists,Denton J. Dailey,Springer International Publishing AG,2023,0,Circuitos Eletro-Eletrônicos,,9,3.9,86
9781839530395,Radio Frequency and Microwave Power Amplifiers,Andrei Grebennikov,Institution of Engineering & Technology,2019,0,Circuitos Eletro-Eletrônicos,,7,4.9,58
9781613532171,Digital Techniques for Wideband Receivers,James Tsui,"SciTech Publishing, Incorporated",2015,0,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/14659135-L.jpg,9,4.4,11
9780824722517,Encyclopedia of computer science and technology,"Jack Belzer, Albert George Holzman, Allen Kent, Albert G. Holzman",M. Dekker,1975,45,Circuitos Eletro-Eletrônicos,https://covers.openlibrary.org/b/id/1564139-L.jpg,2,3.6,47
9781138599727,Cmos Amplifiers Comparators Multipliers Filters and Oscillators,Tertulien Ndjountche,Taylor & Francis Group,2018,669,Circuitos Eletro-Eletrônicos,,6,4.1,22
9780471863205,Introduction to Electricity and Electronics,Allen Mottershead,"Wiley & Sons, Incorporated, John",1982,0,Circuitos Eletro-Eletrônicos,,8,4.6,52
9781597568333,Digital Hearing Aids,James M. Kates,"Plural Publishing, Incorporated",2008,0,Circuitos Eletro-Eletrônicos,,5,5.0,69
9782702104019,Atlas encyclopédique du monde,"Michael Kidron, Dan Smith, Ronald Segal",Calmann-Levy,2001-01-01,0,Ciência Política e Relações Internacionais,,2,4.6,61
9783598230004,Edition 1.,Thomson Gale,K. G. Saur,September 1999,298,Ciência Política e Relações Internacionais,,6,3.9,57
9781982051754,Arte de la Guerra,"孙武, Sun Tzu ",CreateSpace Independent Publishing Platform,2017,40,Ciência Política e Relações Internacionais,,2,4.8,20
9780140511758,Strategic atlas,Gérard Chaliand,Penguin,1986,224,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/13324335-L.jpg,3,4.5,96
9780367176891,India's National Security,Satish Kumar,Taylor & Francis Group,2019,0,Ciência Política e Relações Internacionais,,7,4.3,86
9782862603759,Atlas du nouvel état du monde,"Michael Kidron, Dan Smith, Ronald Segal",Autrement,1992,168,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/11476788-L.jpg,6,4.4,69
9783453534483,Äon,Greg Bear,Heyne,2013,654,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/12159378-L.jpg,4,4.6,27
9798486019654,Ugly American Novel,"William J. Lederer, Eugene Burdick, Eugene BURDICK, William J. LEDERER, Eugene Lederer William J. & Burdick, Lederer, William J.; Burdick, Eugene, William J. and Eugene Burdick Lederer, Eugene Burdick William Julius Lederer, Eugene Burdick William J. Lederer, LEDERER, WILLIAM J., BURDICK, EUGENE, WILLIAM J. LEDERER/EUGENE BURDICK, Eugene. Lederer William J.; Burdick, William Lederer",Independently Published,2021,0,Ciência Política e Relações Internacionais,,2,4.9,45
9782277300328,Contes de ma Mere l'Oye,Charles Perrault,84 Editions,February 1995,126,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/2155925-L.jpg,6,3.7,44
9783458352204,Die Brüder Karamasow,Фёдор Михайлович Достоевский,Insel Verlag,2008,1323,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/14650000-L.jpg,3,4.8,92
9789878354729,Rebelión en la granja,George Orwell,Del Fondo,2021,112,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/14637160-L.jpg,3,3.6,64
9783458168720,Aufzeichnungen aus meiner Hütte,"Chōmei Kamo, Nicola Liscutin, Michael Hofmann, Matthew Stavros, Reginald Jackson",Insel,"August 1, 1997",99,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/3204791-L.jpg,6,3.9,29
9781698270791,Democracy in America,"Alexis de Tocqueville, Gustave de Beaumont, Eduardo Nolla, Henry Reeve, John Canfield Spencer, J. P. Mayer",Independently Published,2019,0,Ciência Política e Relações Internacionais,,8,4.6,88
9786071440884,Nineteen Eighty-Four,George Orwell,Mirlo Ediciones,2023,501,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/15088441-L.jpg,6,4.2,92
8935077061017,Truy Tim Su That,David Baldacci,Nha Xuat Ban Van Hoa Thong Tin,2009,0,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/14538284-L.jpg,9,4.7,18
9788563560360,Manifesto do Partido Comunista,"Karl Marx, Friedrich Engels",Penguin-Companhia,"July 26, 2012",112,Ciência Política e Relações Internacionais,https://covers.openlibrary.org/b/id/14538659-L.jpg,5,4.4,55
9781795245128,On Liberty,John Stuart Mill,Independently Published,2019,0,Ciência Política e Relações Internacionais,,1,4.7,53
9781016304597,Platons Republik Oder Unterredung Vom Gerechten,Πλάτων,"Creative Media Partners, LLC",2022,0,Ciência Política e Relações Internacionais,,9,3.6,1
9780192500434,The Prince,Niccolò Machiavelli,Oxford University Press,1935-01-01,0,Ciência Política e Relações Internacionais,,8,4.3,37
9798847227896,Nicomachean Ethics,"Aristotle, J. A. Smith, Joe Sachs, Robert C. Bartlett, Susan D. Collins, L H. G. ed Greenwood, Hye-Kyung Kim",Independently Published,2022,0,Ciência Política e Relações Internacionais,,6,4.7,38
9781032477152,"Graphs, Algorithms, and Optimization",William Kocay,Taylor & Francis Group,2023,0,Computação (Algoritmos e Teoria),,2,4.9,28
9783031711145,Computer Information Systems and Industrial Management,Khalid Saeed,Springer,2024,0,Computação (Algoritmos e Teoria),,8,3.5,87
9786586460025,Algoritmos de destruição em massa,Cathy O'Neil,Editora Rua do Sabão,2020,344,Computação (Algoritmos e Teoria),https://covers.openlibrary.org/b/id/14543818-L.jpg,6,4.9,3
9783031294754,Structured Object-Oriented Formal Language and Method,"Shaoying Liu, Zhenhua Duan",Springer International Publishing AG,2023,0,Computação (Algoritmos e Teoria),,4,3.9,81
9780367528881,Swarm Intelligence Algorithms,Adam Slowik,Taylor & Francis Group,2022,0,Computação (Algoritmos e Teoria),,9,4.5,27
9783642357213,Logical Foundations of Computer Science,Sergei Artemov,Springer Berlin / Heidelberg,2012,0,Computação (Algoritmos e Teoria),,6,4.4,8
9781423724605,Introduction to Algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",MIT Press,2001,0,Computação (Algoritmos e Teoria),,2,5.0,55
9783319022970,Computer Algebra in Scientific Computing,Vladimir P. Gerdt,"Springer London, Limited",2013,0,Computação (Algoritmos e Teoria),,3,4.7,6
9781548955489,JavaScript,David Flanagan,CreateSpace Independent Publishing Platform,2017,204,Computação (Algoritmos e Teoria),,4,3.8,80
9783031341090,Artificial Intelligence Applications and Innovations,"Lazaros S. Iliadis, Ilias Maglogiannis, Harris Papadopoulos",Springer,2024,0,Computação (Algoritmos e Teoria),,3,4.5,90
9781119561217,Systems Analysis and Design,"Alan Dennis, Barbara Haley Wixom, David Tegarden, Roberta M. Roth","Wiley & Sons, Incorporated, John",2020,0,Computação (Algoritmos e Teoria),,9,4.3,21
9781418860363,"Computer Concepts   Illustrated Introductory, Sixth Edition (Illustrated Series)","June Jamrich Parsons, Dan Oja",Course Technology,"May 15, 2006",344,Computação (Algoritmos e Teoria),https://covers.openlibrary.org/b/id/1798401-L.jpg,4,4.1,9
9783031784460,Pattern Recognition,Cheng-Lin Liu,Springer,2024,0,Computação (Algoritmos e Teoria),,5,4.3,32
9789819964826,Intelligent Robotics and Applications,Honghai Liu,Springer,2023,0,Computação (Algoritmos e Teoria),,6,3.6,67
9783031815959,Artificial Intelligence and Soft Computing,Leszek Rutkowski,Springer,2025,0,Computação (Algoritmos e Teoria),,3,3.6,20
9783540305866,Computational Linguistics and Intelligent Text Processing,Alexander Gelbukh,"Springer London, Limited",2005,0,Computação (Algoritmos e Teoria),,4,4.4,88
9783527805013,Hacken,"Kevin Beaver, Jutta Schmidt","Wiley & Sons, Incorporated, John",2016,0,Computação (Algoritmos e Teoria),,5,4.2,19
9789401791151,Transactions on Engineering Technologies,"Sio-Iong Ao, Haeng Kon Kim, Oscar Castillo, Alan Hoi-shou Chan, Hideki Katagiri","Springer London, Limited",2014,0,Computação (Algoritmos e Teoria),,6,3.8,41
9780080526683,Advances in Computers,"Marvin V. Zelkowitz, Marshall C. Yovits",Elsevier Science & Technology Books,2003,320,Computação (Algoritmos e Teoria),,3,3.6,0
9788891908254,Computer Networks,"Andrew S. Tanenbaum, John David Wetherall, David J. Wetherall, Nickolas Feamster, David Wetherall, James F. Kurose, Keith W. Ross",Pearson,2018,0,Computação (Algoritmos e Teoria),,2,4.6,57
9781394332113,Agile Project Management for Dummies,Mark C. Layton,"Wiley & Sons, Incorporated, John",2025,0,Computação (Engenharia de Software),,4,4.7,66
9788441540842,El limpiador de código,Robert C. Martin,ANAYA MULTIMEDIA,"Jan 31, 2019",232,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/10479789-L.jpg,6,3.6,77
9788408246626,Scrum,Jeff Sutherland,Booket,"Sep 01, 2021",320,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/13971850-L.jpg,3,4.4,66
9789544007737,Fundamentals of Computer Programming with C#,Svetlin Nakov,Svetlin Nakov,"September, 2013",1132,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/7262550-L.jpg,6,4.9,54
9781628254228,Agile Practice Guide,Project Management Institute,Project Management Institute,2018,210,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/13342010-L.jpg,3,3.7,15
9780429196010,"Flexible, Reliable Software",Henrik B. Christensen,Taylor & Francis Group,2010,527,Computação (Engenharia de Software),,2,4.3,12
9781540427908,Agile Product Management,Paul Vii,CreateSpace Independent Publishing Platform,2016,146,Computação (Engenharia de Software),,2,4.9,42
9780596527679,The art of agile development,James Shore,"O'Reilly Media, Inc.",2008,409,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/6307771-L.jpg,1,4.0,72
9780470342497,EJB Design Patterns,Floyd Marinescu,"Wiley & Sons, Incorporated, John",2008,0,Computação (Engenharia de Software),,4,3.8,63
9780973589825,PHP|Architect's Guide to PHP Design Patterns,Jason E. Sweat,"Marco Tabini & Associates, Inc.","July 1, 2005",340,Computação (Engenharia de Software),https://covers.openlibrary.org/b/id/739296-L.jpg,7,3.5,44
9780080459141,Advances in Computers,"Marvin V. Zelkowitz, Marshall C. Yovits",Elsevier Science & Technology Books,2005,312,Computação (Engenharia de Software),,8,4.8,4
9783031813719,"Information and Communication Technologies in Education, Research, and Industrial Applications","Vadim Ermolayev, Heinrich C. Mayr, Mykola Nikitchenko",Springer,2025,0,Computação (Engenharia de Software),,2,4.8,40
9783031640728,Business Modeling and Software Design,Boris Shishkov,Springer,2024,0,Computação (Engenharia de Software),,5,4.7,39
9783031301216,Foundations and Practice of Security,Joaquin Garcia-Alfaro,Springer,2023,0,Computação (Engenharia de Software),,6,4.8,69
9783031641817,Evaluation of Novel Approaches to Software Engineering,Leszek A. Maciaszek,Springer,2024,0,Computação (Engenharia de Software),,1,5.0,75
9783031857027,Parallel Processing and Applied Mathematics,Roman Wyrzykowski,Springer,2025,350,Computação (Engenharia de Software),,3,3.7,75
9789819964949,Intelligent Robotics and Applications,Honghai Liu,Springer,2023,0,Computação (Engenharia de Software),,6,5.0,79
9789811010880,Transactions on Engineering Technologies,"Sio-Iong Ao, Haeng Kon Kim, Oscar Castillo, Alan Hoi-shou Chan, Hideki Katagiri","Springer London, Limited",2016,0,Computação (Engenharia de Software),,5,4.3,84
9780071002325,Software Engineering; A Practitioner's Approach,"Roger S. Pressman, Bruce Maxim",McGraw Hill Publishing Company,N/A,567,Computação (Engenharia de Software),,9,3.9,87
9783031428227,Computer Information Systems and Industrial Management,Khalid Saeed,Springer,2023,0,Computação (Engenharia de Software),,9,4.4,30
9783540480976,Machine Learning and Data Mining in Pattern Recognition,"Petra Perner, Atsushi Imiya",Springer,2003,0,Computação (IA e Dados),,2,4.1,96
9781498738484,First Course in Machine Learning,"Simon Rogers, Mark Girolami",Taylor & Francis Group,2016,427,Computação (IA e Dados),https://covers.openlibrary.org/b/id/13198952-L.jpg,2,4.7,93
9781032207179,Introduction to Machine Learning with Applications in Information Security,Mark Stamp,CRC Press LLC,2022,0,Computação (IA e Dados),,3,3.8,0
9783031703614,Machine Learning and Knowledge Discovery in Databases,"Albert Bifet, Michael May, Bianca Zadrozny, Ricard Gavalda, Dino Pedreschi",Springer,2024,0,Computação (IA e Dados),,9,5.0,75
9788132226505,Advanced Computing and Systems for Security,"Rituparna Chaki, Agostino Cortesi, Khalid Saeed, Nabendu Chaki",Springer,2015,0,Computação (IA e Dados),,2,3.7,28
9783642409912,Machine Learning and Knowledge Discovery in Databases,"Hendrik Blockeel, Kristian Kersting, Siegfried Nijssen, Filip Železný",Springer,2013,0,Computação (IA e Dados),,9,4.1,99
9780367387235,Introduction to Machine Learning and Bioinformatics,"Sushmita Mitra, Sujay Datta, Theodore Perkins, George Michailidis",Taylor & Francis Group,2019,0,Computação (IA e Dados),,9,4.4,61
9783030156305,Machine Learning Paradigms,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",Springer International Publishing AG,2020,0,Computação (IA e Dados),,8,4.6,95
9780262343947,Perceptrons,"Marvin Minsky, Seymour Papert, Léon Bottou",MIT Press,2017,316,Computação (IA e Dados),,6,3.5,56
9783540645757,Advances in artificial intelligence,Canadian Society for Computational Studies of Intelligence. Conference,Springer,1998,466,Computação (IA e Dados),https://covers.openlibrary.org/b/id/2228174-L.jpg,6,4.2,32
9783031843525,Artificial Intelligence and Soft Computing,Leszek Rutkowski,Springer,2025,0,Computação (IA e Dados),,2,5.0,63
9783031341137,Artificial Intelligence Applications and Innovations,"Lazaros S. Iliadis, Ilias Maglogiannis, Harris Papadopoulos",Springer,2024,0,Computação (IA e Dados),,6,4.2,2
9789819964857,Intelligent Robotics and Applications,Honghai Liu,Springer,2023,0,Computação (IA e Dados),,3,4.1,90
9783031238031,Computational Linguistics and Intelligent Text Processing,Alexander Gelbukh,Springer,2023,0,Computação (IA e Dados),,7,3.5,18
9781537600314,Artificial Intelligence,"Stuart J. Russell, Peter Norvig, Stuart RUSSELL, Stuart Russell, [ MEI ] NUO WEI GE ( Peter Norvig ) [ MEI ] LUO SU ( Stuart J.Russell ) ",CreateSpace Independent Publishing Platform,2016,626,Computação (IA e Dados),,7,3.9,18
9783404241910,Der Mond ist eine herbe Geliebte,Robert A. Heinlein,Bastei Lübbe,1994,360,Computação (IA e Dados),https://covers.openlibrary.org/b/id/6925138-L.jpg,2,3.6,15
9784150411107,プレイ,Michael Crichton,Hayakawa Shobō,2006,347,Computação (IA e Dados),https://covers.openlibrary.org/b/id/12486289-L.jpg,2,4.7,74
